,company_name,Type,Rating(K),Employees,Extra_Info
378,Endurance Technologies,Auto Components,3.8,1k-5k Employees,38 years old
379,Bharti AXA Life Insurance,Insurance,3.9,5k-10k Employees,Mumbai +210 more
380,Delphi TVS,Auto Components,3.9,1k-5k Employees,Kanchipuram +27 more
381,Lodha group,Real Estate,4.1,1k-5k Employees,43 years old
382,Brakes India,Auto Components,4.0,1k-5k Employees,61 years old
383,Taurus BPO Services,BPO,4.7,1k-5k Employees,Pune +11 more
384,ZS,Management Consulting,3.6,5k-10k Employees,Evanston +7 more
385,Fujitsu,IT Services & Consulting,3.9,5k-10k Employees,88 years old
386,Future Generali India Life Insurance,Insurance,3.8,1k-5k Employees,Mumbai +154 more
387,Bharat Petroleum,Oil & Gas,4.1,5k-10k Employees,71 years old
388,Syngene International,Pharma,3.9,1k-5k Employees,30 years old
389,Sobha,Real Estate,4.0,1k-5k Employees,28 years old
390,JK Tyres,Auto Components,3.8,1k-5k Employees,72 years old
391,Coromandel International,Agriculture,4.1,5k-10k Employees,62 years old
392,Tata Motors Finance,NBFC,4.2,1k-5k Employees,66 years old
393,Aavas Financiers,Financial Services,4.0,5k-10k Employees,12 years old
394,café Coffee day,Beverage,4.0,10k-50k Employees,Bengaluru +86 more
395,Bureau Veritas,Accounting & Auditing,3.9,1k-5k Employees,195 years old
396,Tata Elxsi,IT Services & Consulting,4.0,10k-50k Employees,34 years old
397,MSN Laboratories,Pharma,3.8,1k-5k Employees,Hyderabad/Secunderabad +58 more
398,Mahindra Rural Housing Finance,Financial Services,4.1,5k-10k Employees,16 years old
399,Gabriel India,Auto Components,4.2,1k-5k Employees,62 years old
400,Movate,IT Services & Consulting,3.6,10k-50k Employees (Global),Plano +23 more
401,suzuki motor gujarat,Fortune India 500,4.2,Becharaji +61 more,
402,Thomson Reuters,Printing & Publishing,4.2,1k-5k Employees,15 years old
403,Care Health Insurance,Internet,3.8,5k-10k Employees,11 years old
404,Indian Navy,Defence & Aerospace,4.6,50k-1 Lakh Employees,73 years old
405,Sopra Steria,IT Services & Consulting,4.0,5k-10k Employees,55 years old
406,Ninjacart,Logistics,3.9,1k-5k Employees,8 years old
407,Adani Wilmar,FMCG,4.2,1k-5k Employees,24 years old
408,Big Bazaar,Retail,4.2,10k-50k Employees,22 years old
409,Honda,Automobile,4.1,10k-50k Employees,38 years old
410,GVK Emergency Management and Research Institute,Non-Profit,3.7,10k-50k Employees,Hyderabad/Secunderabad +125 more
411,UpGrad,EdTech,4.1,1k-5k Employees,8 years old
412,Lucas-TVS,Auto Components,4.0,5k-10k Employees,Chennai +49 more
413,CAMS,IT Services & Consulting,3.6,5k-10k Employees,Chennai +88 more
414,RMSI,IT Services & Consulting,3.8,1k-5k Employees,Noida +13 more
415,Power Mech Projects,Engineering & Construction,3.8,1k-5k Employees,16 years old
416,Motilal Oswal Financial Services,Financial Services,3.5,5k-10k Employees,36 years old
417,Canara HSBC Life Insurance,Insurance,3.8,1k-5k Employees,Gurgaon/Gurugram +218 more
418,Parle Products,Food Processing,3.9,1k-5k Employees,Mumbai +165 more
419,Jindal Stainless,Iron & Steel,4.2,1k-5k Employees,53 years old
420,Cisco,IT Services & Consulting,4.4,10k-50k Employees,39 years old
421,Unacademy,EdTech,3.4,1k-5k Employees,8 years old
422,SAP,IT Services & Consulting,4.3,5k-10k Employees,51 years old
423,TVS Sundram Fasteners,Auto Components,3.7,1k-5k Employees,61 years old
424,Citicorp,Financial Services,3.8,201-500 Employees,Mumbai +23 more
425,ValueLabs,IT Services & Consulting,3.8,5k-10k Employees,Hyderabad/Secunderabad +12 more
426,NoBroker,Internet,3.4,1k-5k Employees,9 years old
427,Uflex,Packaging,3.8,5k-10k Employees,38 years old
428,Fincare Small Finance Bank,NBFC,4.0,5k-10k Employees,Bangalore +292 more
429,Exide Life Insurance,Insurance,3.7,1k-5k Employees,Bangalore/Bengaluru +185 more
430,PHN Technology,Pune +29 more,4.6,,
431,Tata Capital Financial Services,Financial Services,4.2,1k-5k Employees,16 years old
432,Renault Nissan Technology & Business Centre India,Automobile,3.8,5k-10k Employees (Global),Chennai +12 more
433,Wockhardt,Pharma,3.9,5k-10k Employees,24 years old
434,IDBI Bank,Banking,3.8,10k-50k Employees,59 years old
435,Laurus Labs,Pharma,4.2,1k-5k Employees,18 years old
436,BA Continuum,IT Services & Consulting,4.3,10k-50k Employees,Gurgaon/Gurugram +14 more
437,Bank of Baroda,Banking,3.6,50k-1 Lakh Employees,115 years old
438,Star Health & Allied Insurance,Insurance,3.9,10k-50k Employees,17 years old
439,AECOM,Engineering & Construction,4.2,1k-5k Employees,Dallas +99 more
440,AXA Business Services,Insurance,3.8,1k-5k Employees,Paris +7 more
441,Vedantu,EdTech,3.3,5k-10k Employees,12 years old
442,Hindustan Aeronautics,Defence & Aerospace,4.3,10k-50k Employees,83 years old
443,XL Dynamics,Accounting & Auditing,3.4,1k-5k Employees,Navi Mumbai +27 more
444,Citibank,Banking,4.0,1-10 Employees,211 years old
445,VVDN Technologies,IT Services & Consulting,3.7,1k-5k Employees,Gurgaon +24 more
446,Xoriant,IT Services & Consulting,4.0,1k-5k Employees,Sunnyvale +17 more
447,MetLife,IT Services & Consulting,4.4,1k-5k Employees,15 years old
448,Bhushan Power & Steel,Iron & Steel,4.0,5k-10k Employees,Delhi/NCR +49 more
449,Vardhman Fabrics,Fashion & Textile,4.1,10k-50k Employees,58 years old
450,Dr Lal PathLabs,Healthcare,4.2,1k-5k Employees,74 years old
451,DBS Bank,Banking,3.9,5k-10k Employees,Hyderabad/Secunderabad +126 more
452,PhonePe,FinTech,4.1,501-1k Employees,8 years old
453,Kotak Securities,Financial Services,3.7,5k-10k Employees,29 years old
454,CMA CGM,Ports & Shipping,4.1,1k-5k Employees,Marseille +27 more
455,Novartis,Pharma,4.1,1k-5k Employees,Switzerland +58 more
456,Philips,Consumer Electronics & Appliances,3.9,5k-10k Employees,93 years old
457,Tata Play,Broadcasting,4.1,5k-10k Employees,17 years old
458,Sify Technologies,Telecom,4.0,1k-5k Employees,Chennai +91 more
459,Reliance General Insurance,Insurance,3.8,5k-10k Employees,Mumbai +161 more
460,Narayana Health,Healthcare,4.2,10k-50k Employees,23 years old
461,Quest Global,10k-50k Employees,3.6,26 years old,
462,Akums Drugs & Pharmaceuticals,Pharma,4.0,1k-5k Employees,Delhi/NCR +26 more
463,Hero FinCorp,NBFC,4.2,5k-10k Employees,Delhi +273 more
464,Harman Connected Services,IT Services & Consulting,3.7,10k-50k Employees,Mountain View +12 more
465,Honeywell Automation,Consumer Electronics & Appliances,3.9,10k-50k Employees,117 years old
466,Adani Power,Power,3.9,1k-5k Employees,17 years old
467,Straive,EdTech,3.6,1k-5k Employees,Singapore +16 more
468,Aragen Life Sciences,Pharma,4.1,1k-5k Employees,Hyderabad/Secunderabad +14 more
469,HERE Technologies,IT Services & Consulting,3.8,1k-5k Employees,Eindhoven +11 more
470,BT Global Services,IT Services & Consulting,4.1,1k-5k Employees,London +8 more
471,Yamaha Motor,Automobile,4.0,1k-5k Employees,16 years old
472,IntouchCX,BPO,3.0,5k-10k Employees,Winnipeg +10 more
473,Intellect Design Arena,FinTech,4.0,1k-5k Employees,9 years old
474,SGS,1k-5k Employees,4.0,Forbes Global 2000,Geneva +93 more
475,Crisil,Financial Services,3.8,1k-5k Employees,36 years old
476,ABC,Broadcasting,3.9,1k-5k Employees (Global),80 years old
477,Meesho,Internet,3.7,1k-5k Employees,8 years old
478,Amazon Transportation Services,Logistics,4.2,1k-5k Employees,Seattle +124 more
479,Sigma Electric Manufacturing Corporation,Industrial Machinery,3.9,1k-5k Employees,Garner +15 more
480,Allsec Technologies,BPO,3.9,50k-1 Lakh Employees,23 years old
481,Microland,IT Services & Consulting,3.6,1k-5k Employees,34 years old
482,SBI General Insurance,Insurance,3.9,1k-5k Employees,Mumbai +182 more
483,CMS Infosystems,IT Services & Consulting,3.6,5k-10k Employees,Mumbai +139 more
484,Safexpress,Logistics,4.1,1k-5k Employees,26 years old
485,Biological E,Pharma,4.2,1k-5k Employees,Hyderabad/Secunderabad +36 more
486,Metro,Retail,4.2,1k-5k Employees,59 years old
487,TCE,Engineering & Construction,3.8,5k-10k Employees,Mumbai +84 more
488,Spark Minda,Auto Components,3.8,10k-50k Employees,65 years old
489,YASH Technologies,IT Services & Consulting,3.9,5k-10k Employees,East Moline +14 more
490,Reckitt Benckiser,FMCG,4.1,1k-5k Employees,24 years old
491,Microsoft Corporation,Software Product,4.2,5k-10k Employees,48 years old
492,NCR Corporation,Software Product,4.1,5k-10k Employees,139 years old
493,Google,Internet,4.4,10k-50k Employees,Mountain View +74 more
494,Exl India,IT Services & Consulting,3.7,11-50 Employees,New Delhi +20 more
495,Exotic Learning,EdTech,4.6,51-200 Employees,Lucknow +140 more
496,Oberoi Group of Hotels,Hospitality,4.2,1k-5k Employees,Delhi/NCR +30 more
497,G R Infraprojects,Engineering & Construction,4.1,10k-50k Employees,28 years old
498,Piramal Group,Financial Services,4.0,1k-5k Employees,43 years old
499,ESAF Microfinance & Investments (P),Financial Services,3.9,1k-5k Employees,Thrissur/Trichur +229 more
500,KONE,Engineering & Construction,4.2,5k-10k Employees,113 years old
501,Cavinkare,FMCG,4.0,1k-5k Employees,40 years old
502,Procter & Gamble,FMCG,4.2,10k-50k Employees,186 years old
503,DIVI'S Laboratories,Healthcare,3.7,10k-50k Employees,33 years old
504,Hyatt Regency,Hospitality,4.1,1k-5k Employees,43 years old
505,Angel One,Financial Services,3.8,1k-5k Employees,
506,Honeywell Technology Solutions,Defence & Aerospace,3.9,10k-50k Employees,Bangalore/Bengaluru +17 more
507,Optum Global Solutions,IT Services & Consulting,4.1,1k-5k Employees,
508,Panasonic Life Solutions,Electrical Equipment,4.1,1k-5k Employees,Mumbai +96 more
509,SS&C TECHNOLOGIES,Software Product,3.6,5k-10k Employees,37 years old
510,USV,Pharma,4.0,1k-5k Employees,62 years old
511,Mother Dairy Fruit & Vegetable,Food Processing,4.2,1k-5k Employees,Noida +100 more
512,Alstom Transportation,Engineering & Construction,3.9,5k-10k Employees,Saint-Ouen +35 more
513,Adecco Group,Recruitment,3.8,1k-5k Employees,24 years old
514,Karvy Data Management Services,Analytics & KPO,3.6,1k-5k Employees,Hyderabad/Secunderabad +96 more
515,USHA International,Consumer Electronics & Appliances,4.2,1k-5k Employees,89 years old
516,KFintech,FinTech,3.6,5k-10k Employees,6 years old
517,Arvind Group,Fashion & Textile,4.0,10k-50k Employees,92 years old
518,Matrimony.com,Internet,4.4,1k-5k Employees,26 years old
519,Johnson & Johnson,Pharma,4.2,1k-5k Employees,66 years old
520,Mercedes-Benz Research & Development India,Automobile,4.0,5k-10k Employees,27 years old
521,Honda Cars,Automobile,4.3,5k-10k Employees,Greater Noida +76 more
522,Innovsource Services,Recruitment,4.0,1k-5k Employees,Mumbai +164 more
523,Niva Bupa Health Insurance Company,Financial Services,3.7,1k-5k Employees,Delhi/NCR +158 more
524,Torrent Power,Power,3.8,5k-10k Employees,27 years old
525,Samsung India Electronics,Consumer Electronics & Appliances,4.0,Noida +150 more,
526,Motherson Automotive Technologies and Engineering,Auto Components,4.0,501-1k Employees,Noida +46 more
527,Verizon,Telecom,4.2,5k-10k Employees,23 years old
528,Max Fashion,Retail,4.2,5k-10k Employees,Abu Dhabi +125 more
529,PI Industries,Agro Chemicals,4.2,1k-5k Employees,76 years old
530,Jet Airways,Aviation,4.6,201-500 Employees,30 years old
531,Aon,Financial Services,3.9,10k-50k Employees,83 years old
532,CitiusTech,IT Services & Consulting,3.6,1k-5k Employees,18 years old
533,V-Guard Industries,Electrical Equipment,4.4,1k-5k Employees,46 years old
534,Chegg,IT Services & Consulting,4.3,501-1k Employees,Santa Clara +52 more
535,Isgec Heavy Engineering,Industrial Machinery,3.9,1k-5k Employees,90 years old
536,Credit Suisse,5k-10k Employees,4.2,167 years old,
537,DHL Supply Chain,Logistics,4.2,1k-5k Employees,Bonn +64 more
538,DHL Express,Logistics,4.2,1k-5k Employees,44 years old
539,Planet Spark,EdTech,3.7,51-200 Employees,6 years old
540,Swaraj Tractors,Automobile,4.2,1k-5k Employees,61 years old
541,HDFC Securities,Financial Services,3.6,1k-5k Employees,23 years old
542,First American Corporation,IT Services & Consulting,3.9,1k-5k Employees,134 years old
543,Orange Business Services,IT Services & Consulting,4.3,1k-5k Employees,17 years old
544,NTPC,10k-50k Employees,4.3,Fortune India 500,Delhi/NCR +95 more
545,Team Computers,IT Services & Consulting,3.7,1k-5k Employees,Delhi/NCR +81 more
546,Medi Assist India,Healthcare,3.7,1k-5k Employees,Bangalore +46 more
547,Aforeserve,IT Services & Consulting,3.4,1k-5k Employees,Noida +133 more
548,Varroc Group,Auto Components,3.8,1k-5k Employees,35 years old
549,Belrise Industries,Auto Components,3.8,10k-50k Employees,Aurangabad +38 more
550,Kent RO Systems,Consumer Electronics & Appliances,3.6,1k-5k Employees,Noida +118 more
551,Tata Communications Transformation Services,Telecom,4.1,10k-50k Employees,Mumbai +68 more
552,Medanta the Medicity,Healthcare,4.1,1k-5k Employees,Gurgaon +27 more
553,FactSet,Analytics & KPO,4.0,5k-10k Employees,Norwalk +7 more
554,Jindal Saw,Building Material,3.9,1k-5k Employees,39 years old
555,Dell EMC,IT Services & Consulting,4.2,10k-50k Employees,Hopkinton +48 more
556,Inox Leisure,Media & Entertainment,4.1,10k-50k Employees,24 years old
557,Faurecia,Auto Components,4.0,1k-5k Employees,Nanterre +21 more
558,Allstate,IT Services & Consulting,4.1,5k-10k Employees,11 years old
559,SBI Securities,Financial Services,3.8,5k-10k Employees,Mumbai +175 more
560,FedEx Express,Logistics,4.2,5k-10k Employees,52 years old
561,Haier Appliances India,Consumer Electronics & Appliances,4.0,1k-5k Employees,19 years old
562,Hindustan Construction Company,Engineering & Construction,4.2,1k-5k Employees,97 years old
563,L&T Energy Hydrocarbon,Oil & Gas,3.8,5k-10k Employees,Mumbai +55 more
564,Emami,FMCG,4.0,1k-5k Employees,49 years old
565,Bharat Financial Inclusion,Financial Services,4.1,10k-50k Employees,25 years old
566,Trent,Retail,4.0,1k-5k Employees,25 years old
567,Sony,Consumer Electronics & Appliances,4.4,1k-5k Employees,29 years old
568,Dainik Bhaskar Group Of Publication,Printing & Publishing,4.0,5k-10k Employees,65 years old
569,Mercer,Management Consulting,3.9,1k-5k Employees,New York +14 more
570,Saint-Gobain,Building Material,4.0,10k-50k Employees,358 years old
571,Bata,Fashion & Textile,3.9,1k-5k Employees,92 years old
572,Aditya Birla Capital,Financial Services,4.0,10k-50k Employees,16 years old
573,Marriott International,Hospitality,4.2,10k-50k Employees,96 years old
574,SRL Diagnostics,Healthcare,4.1,1k-5k Employees,Mumbai +113 more
575,Apollo Pharmacy,Pharma,3.9,10k-50k Employees,Chennai +167 more
576,J. Kumar Infraprojects,Engineering & Construction,4.1,5k-10k Employees,43 years old
577,Frankfinn Institute of Air Hostess Training,Education & Training,3.8,1k-5k Employees,Gurgaon/Gurugram +52 more
578,Globiva,BPO,3.3,1k-5k Employees,Gurgaon/Gurugram +14 more
579,KFC,Hospitality,4.2,1k-5k Employees,Louisville +127 more
580,Sitel,BPO,3.8,5k-10k Employees,38 years old
581,Security and Intelligence Services (India),BPO,4.2,1 Lakh+ Employees,38 years old
582,iOPEX Technologies,IT Services & Consulting,3.9,1k-5k Employees,San Jose +12 more
583,Tesco,IT Services & Consulting,4.0,1k-5k Employees,104 years old
584,NIIT,Education & Training,3.6,1k-5k Employees,42 years old
585,ZF Commercial Vehicle Control Systems,Auto Components,4.0,Chennai +31 more,
586,Hindustan Petroleum,Oil & Gas,4.2,10k-50k Employees,49 years old
587,Oracle Cerner,IT Services & Consulting,3.9,1k-5k Employees,44 years old
588,L.G.Balakrishnan & Bros,Industrial Machinery,3.7,1k-5k Employees,86 years old
589,Muthoot Group,NBFC,3.6,1k-5k Employees,136 years old
590,Tata Capital,NBFC,4.1,5k-10k Employees,16 years old
591,Panasonic,Consumer Electronics & Appliances,4.1,10k-50k Employees,105 years old
592,TATA Power,10k-50k Employees,4.0,Public,Mumbai +106 more
593,Narayana Educational Society,Education & Training,3.6,1k-5k Employees,Hyderabad/Secunderabad +112 more
594,Barclays Shared Services,IT Services & Consulting,4.2,5k-10k Employees,London +9 more
595,Relaxo Footwear,Fashion & Textile,4.2,1k-5k Employees,47 years old
596,Trident Group,Fashion & Textile,3.5,10k-50k Employees,33 years old
597,IDC Technologies,IT Services & Consulting,3.3,1k-5k Employees,Milpitas +53 more
598,HCL Technologies BPO Services,BPO,3.6,1 Lakh+ Employees,Noida +32 more
599,Star Union Dai-ichi Life Insurance,Insurance,3.9,1k-5k Employees,Navi Mumbai +188 more
600,Paisabazaar.com,FinTech,3.6,1k-5k Employees,9 years old
601,Marico,1k-5k Employees,4.0,Public,Mumbai +131 more
602,ISS Facility Services,Facility Management Services,4.2,10k-50k Employees,Copenhagen +50 more
603,Aadhar Housing Finance,Financial Services,4.2,1k-5k Employees,Mumbai +219 more
604,Pantaloons,Fashion & Textile,4.2,10k-50k Employees,26 years old
605,Morgan Stanley,Financial Services,3.7,10k-50k Employees,92 years old
606,Nuvoco Vistas,Building Material,4.2,1k-5k Employees,24 years old
607,Daikin,Consumer Electronics & Appliances,4.2,1k-5k Employees,23 years old
608,Toyota Kirloskar Motor,Automobile,4.3,5k-10k Employees,26 years old
609,BNP Paribas,Financial Services,3.9,10k-50k Employees,175 years old
610,Fabindia,Fashion & Textile,3.9,1k-5k Employees,Delhi/NCR +76 more
611,Photon Interactive,IT Services & Consulting,4.1,1k-5k Employees,London +8 more
612,Nayara Energy,Oil & Gas,4.2,1k-5k Employees,34 years old
613,VLCC,FMCG,3.8,201-500 Employees,34 years old
614,Ocwen Financial Solutions,Financial Services,4.1,1k-5k Employees,West Palm Beach +7 more
615,Suguna Foods,Food Processing,4.0,5k-10k Employees,Coimbatore +138 more
616,Tata Group,IT Services & Consulting,4.4,1 Lakh+ Employees,155 years old
617,Welspun,Fashion & Textile,3.9,5k-10k Employees,38 years old
618,Satin Creditcare Network,NBFC,4.2,5k-10k Employees,33 years old
619,Haldiram Foods,FMCG,4.0,1k-5k Employees,Nagpur +92 more
620,Aircel,Telecom,4.4,5k-10k Employees,Coimbatore +115 more
621,Oracle Financial Services Software,IT Services & Consulting,3.8,10k-50k Employees,33 years old
622,Bajaj Capital,Financial Services,3.9,1k-5k Employees,59 years old
623,Akzo Nobel India,Chemicals,4.1,1k-5k Employees,84 years old
624,Collabera Technologies,IT Services & Consulting,3.5,501-1k Employees,Vadodara +41 more
625,HTC Global Services,IT Services & Consulting,3.7,5k-10k Employees,Coimbatore +23 more
626,Fusion BPO Services,BPO,3.1,1k-5k Employees,Kolkata +40 more
